ODDS1,ODDS2,ODDS3,win,place,placeodd,rank,Band,PChange,,,,,,,%
22,30,12,111,114,3.8,6,0,-60%,,,,,,,
4.4,5.4,6,235,251,1.7,7,0,11%,,,,,,,
33,44,62,22,26,16,8,0,41%,,,,,,,
10,16,19,73,87,5,9,0,19%,,,,,,,
11,10,15,95,116,3.7,10,0,50%,,,,,,,
18,24,32,44,60,7.2,11,0,33%,,,,,,,
13,10,17,80,71,6.1,12,0,70%,,,,,,,
34,34,15,117,149,3.7,1,1,-56%,,,,,,,
4.3,3.6,4.9,378,292,1.9,2,1,36%,,,,,,,
4.7,3.9,4.5,413,316,1.7,3,1,15%,,,,,,,
9.4,10,9.4,196,219,2.5,4,0,-6%,,,,,,,
15,23,19,96,125,4.4,5,0,-17%,,,,,,,
5.5,5.2,3.1,597,392,1.4,6,0,-40%,,,,,,,
20,25,20,89,84,6.6,7,0,-20%,,,,,,,
8,6.7,10,180,212,2.6,8,0,49%,,,,,,,
16,27,29,64,83,6.6,9,0,7%,,,,,,,
80,99,99,6,11,47,10,0,0%,,,,,,,
32,37,35,51,61,9,11,0,-5%,,,,,,,
25,83,99,14,24,22,12,0,19%,,,,,,,
20,22,44,41,44,12,13,0,100%,,,,,,,
64,99,99,6,9,55,14,0,0%,,,,,,,
2.6,2.7,3.5,521,262,1.2,1,1,30%,,,,,,,
5.2,4,4.6,396,273,1.1,2,1,15%,,,,,,,
27,23,30,60,63,5,3,1,30%,,,,,,,
20,17,12,149,129,2.4,4,0,-29%,,,,,,,
2.2,2.4,1.9,966,232,1.3,5,0,-21%,,,,,,,
18,19,19,95,125,2.5,6,0,0%,,,,,,,
21,27,35,51,56,5.5,7,0,30%,,,,,,,
48,25,44,44,52,9.8,1,1,76%,,,,,,,
3.8,3.3,3.5,563,366,1.4,2,1,6%,,,,,,,
17,19,17,113,106,4.8,3,1,-11%,,,,,,,
14,13,19,100,96,5.4,4,0,46%,,,,,,,
15,7.2,5.8,339,292,1.8,5,0,-19%,,,,,,,
3,3.5,2.7,718,367,1.4,6,0,-23%,,,,,,,
16,21,14,139,151,3.4,7,0,-33%,,,,,,,
7.6,9.5,12,153,182,2.8,8,0,26%,,,,,,,
15,13,21,91,102,5,9,0,62%,,,,,,,
95,99,99,8,13,39,10,0,0%,,,,,,,
8.6,11,16,119,144,3.6,11,0,45%,,,,,,,
2,1.7,1.6,1223,347,1.2,1,1,-6%,,,,,,,
11,8.1,10,191,154,2.7,2,1,23%,,,,,,,
11,13,7.8,259,201,2.1,3,1,-40%,,,,,,,
12,14,10,186,197,2.1,4,0,-29%,,,,,,,
10,11,12,162,145,2.9,5,0,9%,,,,,,,
19,15,19,104,120,3.5,6,0,27%,,,,,,,
7,12,14,143,171,2.4,7,0,17%,,,,,,,
75,80,99,15,25,16,8,0,24%,,,,,,,
64,84,99,15,21,19,9,0,18%,,,,,,,
14,15,21,96,94,4.5,10,0,40%,,,,,,,
90,99,99,15,21,19,11,0,0%,,,,,,,
36,67,99,19,24,17,12,0,48%,,,,,,,
252,99,99,4,6,62,13,0,0%,,,,,,,
74,99,99,9,13,32,14,0,0%,,,,,,,
2.2,2.1,1.9,1035,451,1.2,1,1,-10%,,,,,,,
27,15,14,136,128,4.3,2,1,-7%,,,,,,,
18,22,12,163,204,2.7,3,1,-45%,,,,,,,
16,34,42,47,55,10,4,0,24%,,,,,,,
28,21,32,62,93,5.9,5,0,52%,,,,,,,
29,45,67,29,43,12,6,0,49%,,,,,,,
12,18,18,108,158,3.5,7,0,0%,,,,,,,
12,18,20,98,144,3.8,8,0,11%,,,,,,,
23,25,33,59,52,10,9,0,32%,,,,,,,
5.7,5.3,5.8,346,321,1.7,10,0,9%,,,,,,,
37,19,35,56,53,10,11,0,84%,,,,,,,
7.2,7,6.8,293,305,1.8,12,0,-3%,,,,,,,
8.2,5.7,4.3,479,342,1.7,1,1,-25%,,,,,,,
19,16,14,145,151,3.9,2,1,-13%,,,,,,,
6.2,4.6,3.5,586,373,1.6,3,1,-24%,,,,,,,
6.7,8,10,190,182,3.2,4,0,25%,,,,,,,
39,21,24,84,97,6,5,0,14%,,,,,,,
101,68,83,24,33,17,6,0,22%,,,,,,,
146,99,99,5,9,64,7,0,0%,,,,,,,
7.8,6.9,9.4,218,185,3.2,8,0,36%,,,,,,,
6.2,5.1,5.3,387,306,1.9,9,0,4%,,,,,,,
3.6,7.9,9.3,221,300,1.9,10,0,18%,,,,,,,
144,99,99,6,10,54,11,0,0%,,,,,,,
13,16,22,90,92,6.4,12,0,38%,,,,,,,
119,99,99,6,11,51,13,0,0%,,,,,,,
30,35,42,48,53,11,14,0,20%,,,,,,,
5,10,6.5,373,290,2.2,1,1,-35%,,,,,,,
11,14,11,206,166,3.9,2,1,-21%,,,,,,,
7.4,14,9.5,257,224,2.9,3,1,-32%,,,,,,,
8,35,27,88,129,5,4,0,-23%,,,,,,,
26,25,16,148,139,4.7,5,0,-36%,,,,,,,
16,10,7.5,324,285,2.3,6,0,-25%,,,,,,,
7.9,4.6,4.5,546,389,1.7,7,0,-2%,,,,,,,
8.6,7.2,10,230,221,2.9,8,0,39%,,,,,,,
27,36,48,50,57,11,9,0,33%,,,,,,,
93,99,99,9,18,36,10,0,0%,,,,,,,
3.8,2.4,3.4,719,432,1.5,11,0,42%,,,,,,,
56,80,99,15,22,28,12,0,24%,,,,,,,
13,9.8,7.4,336,355,2.1,1,1,-24%,,,,,,,
6.4,5.4,4.7,534,462,1.6,2,1,-13%,,,,,,,
3.4,2.7,3.2,777,532,1.4,3,1,19%,,,,,,,
18,35,37,67,106,7.1,4,0,6%,,,,,,,
11,15,13,185,231,3.2,5,0,-13%,,,,,,,
5.6,4.2,3.5,705,491,1.5,6,0,-17%,,,,,,,
12,26,29,85,121,6.2,7,0,12%,,,,,,,
29,27,40,61,85,8.8,8,0,48%,,,,,,,
55,99,99,9,13,56,9,0,0%,,,,,,,
30,50,52,47,66,11,10,0,4%,,,,,,,
10,17,23,108,107,7,11,0,35%,,,,,,,
41,82,99,19,29,25,12,0,21%,,,,,,,
18,19,30,83,118,6.4,13,0,58%,,,,,,,
51,99,99,14,21,35,14,0,0%,,,,,,,
3.3,2.2,2,1623,623,1.2,1,1,-9%,,,,,,,
6.3,5.6,6.1,539,518,1.5,2,1,9%,,,,,,,
7.4,7.6,11,280,253,3.1,3,1,45%,,,,,,,
5.2,5.2,3.7,895,593,1.3,4,0,-29%,,,,,,,
17,23,29,112,144,5.4,5,0,26%,,,,,,,
11,20,24,135,170,4.6,6,0,20%,,,,,,,
9.6,14,13,250,282,2.8,7,0,-7%,,,,,,,
25,43,76,43,57,13,8,0,77%,,,,,,,
25,61,99,31,44,17,9,0,62%,,,,,,,
19,27,34,96,134,5.8,10,0,26%,,,,,,,
67,99,99,8,10,74,11,0,0%,,,,,,,
39,94,99,17,24,31,12,0,5%,,,,,,,
5.7,6,4.5,334,253,1.6,1,1,-25%,,,,,,,
97,74,95,15,25,16,2,1,28%,,,,,,,
3,2.8,2.9,508,271,1.5,3,1,4%,,,,,,,
9.2,7,8.7,172,190,2.2,4,0,24%,,,,,,,
36,24,24,62,57,7.3,5,0,0%,,,,,,,
135,99,99,9,14,29,6,0,0%,,,,,,,
13,15,12,123,110,3.8,7,0,-20%,,,,,,,
9.6,17,22,67,84,4.9,8,0,29%,,,,,,,
35,31,43,34,35,11,9,0,39%,,,,,,,
15,18,14,102,87,4.8,10,0,-22%,,,,,,,
10,12,11,127,124,3.3,11,0,-8%,,,,,,,
5.4,5,5.5,271,264,1.6,12,0,10%,,,,,,,
5.4,5.1,6.3,275,262,1.9,1,1,24%,,,,,,,
4.8,4.8,4.3,401,330,1.5,2,1,-10%,,,,,,,
4.2,3.6,3.7,468,355,1.4,3,1,3%,,,,,,,
10,7.8,4.8,357,262,1.9,4,0,-38%,,,,,,,
11,14,10,162,165,3.1,5,0,-29%,,,,,,,
5.6,5.2,6.6,264,251,2,6,0,27%,,,,,,,
10,17,24,70,99,5.2,7,0,41%,,,,,,,
69,76,82,21,31,16,8,0,8%,,,,,,,
62,54,85,20,32,15,9,0,57%,,,,,,,
63,87,99,10,17,30,10,0,14%,,,,,,,
143,99,99,6,10,47,11,0,0%,,,,,,,
14,23,36,47,62,8.3,12,0,57%,,,,,,,
4.8,6.4,8.5,253,282,2,1,1,33%,,,,,,,
15,17,19,112,127,4.6,2,1,12%,,,,,,,
12,18,13,163,151,3.9,3,1,-28%,,,,,,,
22,17,13,163,179,3.2,4,0,-24%,,,,,,,
11,9.4,11,182,176,3.3,5,0,17%,,,,,,,
3.1,2.1,2.4,905,485,1.2,6,0,14%,,,,,,,
15,20,21,101,111,5.2,7,0,5%,,,,,,,
4.8,4.8,3.9,543,380,1.5,8,0,-19%,,,,,,,
32,34,54,39,52,11,9,0,59%,,,,,,,
108,99,99,17,33,17,10,0,0%,,,,,,,
29,36,16,127,150,3.9,11,0,-56%,,,,,,,
18,0,0,0,0,0,?h?X,0,#DIV/0!,,,,,,,
7.2,6,7.5,281,222,2.8,1,1,25%,,,,,,,
5.5,4.1,5.1,411,298,2,2,1,24%,,,,,,,
20,12,23,90,86,7.1,3,1,92%,,,,,,,
6.6,13,5.5,380,322,1.9,4,0,-58%,,,,,,,
4.8,4.8,6.6,321,282,2.2,5,0,38%,,,,,,,
12,8.8,10,210,222,2.8,6,0,14%,,,,,,,
41,14,18,117,123,5,7,0,29%,,,,,,,
24,31,33,64,74,8.3,8,0,6%,,,,,,,
6.5,6.7,4.3,493,401,1.5,9,0,-36%,,,,,,,
7.3,19,14,147,147,4.2,10,0,-26%,,,,,,,
122,99,99,8,16,36,11,0,0%,,,,,,,
24,40,56,37,49,12,12,0,40%,,,,,,,
3.2,2.5,3,766,476,1.3,1,1,20%,,,,,,,
6.4,6.1,5.2,449,360,1.7,2,1,-15%,,,,,,,
18,15,16,145,133,4.7,3,1,7%,,,,,,,
13,8,6.6,350,284,2.2,3,1,-18%,,,,,,,
17,18,10,215,215,2.9,5,0,-44%,,,,,,,
15,11,11,196,152,4.1,6,0,0%,,,,,,,
15,16,16,139,139,4.5,7,0,0%,,,,,,,
3.4,5.6,9,257,255,2.5,8,0,61%,,,,,,,
13,22,12,193,163,3.9,9,0,-45%,,,,,,,
39,64,97,23,37,17,10,0,52%,,,,,,,
37,39,33,69,74,8.4,11,0,-15%,,,,,,,
155,99,99,10,15,41,12,0,0%,,,,,,,
5.4,4.2,4.1,583,395,1.5,1,1,-2%,,,,,,,
3.3,2.5,2.5,963,463,1.3,2,1,0%,,,,,,,
4.8,6.8,6.8,351,271,2.2,3,1,0%,,,,,,,
51,59,57,41,54,10,4,0,-3%,,,,,,,
43,42,29,81,105,5.6,5,0,-31%,,,,,,,
7.8,13,10,228,192,3,6,0,-23%,,,,,,,
11,12,17,135,148,4,7,0,42%,,,,,,,
68,77,95,25,30,19,8,0,23%,,,,,,,
12,20,15,155,151,3.9,9,0,-25%,,,,,,,
33,28,24,96,107,5.5,10,0,-14%,,,,,,,
9.8,8.2,12,191,183,3.2,11,0,46%,,,,,,,
35,40,55,43,49,12,12,0,38%,,,,,,,
3.7,2.5,2.7,1070,565,1.3,1,1,8%,,,,,,,
7,6.5,6.5,439,356,2.1,2,1,0%,,,,,,,
18,21,7.9,364,353,2.1,3,1,-62%,,,,,,,
12,15,11,262,224,3.3,4,0,-27%,,,,,,,
4.2,5.3,5.7,500,384,1.9,5,0,8%,,,,,,,
11,6.7,8.3,344,305,2.4,6,0,24%,,,,,,,
8.9,13,17,168,194,3.8,7,0,31%,,,,,,,
10,12,13,207,187,4,8,0,8%,,,,,,,
61,99,99,16,25,29,9,0,0%,,,,,,,
23,39,50,57,70,10,10,0,28%,,,,,,,
14,35,43,66,71,10,11,0,23%,,,,,,,
14,7.6,6,492,450,1.9,1,1,-21%,,,,,,,
6.3,5.8,5.1,581,441,2,2,1,-12%,,,,,,,
21,33,32,92,140,6.2,3,1,-3%,,,,,,,
6.2,6.9,7.3,404,342,2.5,4,0,6%,,,,,,,
5.3,2.5,3.2,921,605,1.4,5,0,28%,,,,,,,
27,22,31,93,123,7.1,6,0,41%,,,,,,,
19,31,19,150,184,4.7,7,0,-39%,,,,,,,
11,37,30,96,124,7,8,0,-19%,,,,,,,
6.8,15,16,183,193,4.5,9,0,7%,,,,,,,
10,19,19,151,155,5.6,10,0,0%,,,,,,,
10,16,13,227,239,3.6,11,0,-19%,,,,,,,
14,19,13,214,190,4.6,12,0,-32%,,,,,,,
17,17,26,65,81,6.1,1,1,53%,,,,,,,
4.2,4.6,4.7,368,301,1.6,2,1,2%,,,,,,,
26,28,25,68,99,5,3,1,-11%,,,,,,,
3.9,3.8,2.6,656,359,1.4,4,0,-32%,,,,,,,
16,19,28,61,70,7.1,5,0,47%,,,,,,,
37,39,60,28,36,13,6,0,54%,,,,,,,
6.8,4.3,4.2,409,354,1.4,7,0,-2%,,,,,,,
7.6,8.3,11,156,167,3,8,0,33%,,,,,,,
12,14,23,73,95,5.2,9,0,64%,,,,,,,
37,32,45,37,49,10,10,0,41%,,,,,,,
24,37,44,38,45,11,11,0,19%,,,,,,,
9.2,11,13,130,167,3,12,0,18%,,,,,,,
2.2,1.9,1.7,1319,419,1.2,1,1,-11%,,,,,,,
8,13,14,157,198,2.6,2,1,8%,,,,,,,
6.8,6.4,4.7,483,358,1.4,3,1,-27%,,,,,,,
5.3,6.4,5.3,434,374,1.3,4,0,-17%,,,,,,,
32,26,43,53,76,6.7,5,0,65%,,,,,,,
11,9.7,20,114,115,4.4,6,0,106%,,,,,,,
61,47,93,24,38,13,7,0,98%,,,,,,,
28,29,41,56,84,6,8,0,41%,,,,,,,
87,99,99,10,19,26,9,0,0%,,,,,,,
33,26,43,53,73,6.9,10,0,65%,,,,,,,
16,18,33,69,78,6.4,11,0,83%,,,,,,,
93,99,99,10,17,28,12,0,0%,,,,,,,
7.2,6.2,4.6,438,306,1.8,1,1,-26%,,,,,,,
7,6.2,5.2,388,328,1.7,2,1,-16%,,,,,,,
4.2,3.8,4.5,450,326,1.7,3,1,18%,,,,,,,
15,22,23,85,70,8.1,4,0,5%,,,,,,,
13,35,48,42,52,10,5,0,37%,,,,,,,
4.5,4.2,4.2,488,392,1.4,6,0,0%,,,,,,,
76,98,99,13,22,25,7,0,1%,,,,,,,
6.6,8.6,8.7,235,200,2.8,8,0,1%,,,,,,,
16,9.6,14,143,142,3.9,9,0,46%,,,,,,,
102,67,73,27,38,14,10,0,9%,,,,,,,
17,21,14,139,142,3.9,11,0,-33%,,,,,,,
106,99,99,6,10,53,12,0,0%,,,,,,,
57,93,99,13,21,25,13,0,6%,,,,,,,
68,0,0,0,0,0,?h?X,0,#DIV/0!,,,,,,,
2,1.5,1.5,1268,467,1,1,1,0%,,,,,,,
11,21,15,126,172,2.7,2,1,-29%,,,,,,,
6.2,8.2,7.4,261,270,1.7,3,1,-10%,,,,,,,
31,35,37,52,81,5.7,4,0,6%,,,,,,,
33,39,76,25,34,13,5,0,95%,,,,,,,
37,30,48,40,44,10,6,0,60%,,,,,,,
16,25,36,52,94,4.9,7,0,44%,,,,,,,
13,14,9.4,207,201,2.3,8,0,-33%,,,,,,,
7.8,11,8.8,221,180,2.6,9,0,-20%,,,,,,,
18,30,46,42,51,9,10,0,53%,,,,,,,
131,99,99,6,7,65,11,0,0%,,,,,,,
40,24,39,49,69,6.7,12,0,63%,,,,,,,
99,99,99,4,8,55,13,0,0%,,,,,,,
151,99,99,5,12,36,14,0,0%,,,,,,,
28,18,10,193,222,2.3,1,1,-44%,,,,,,,
1.5,1.9,2.4,853,367,1.4,2,1,26%,,,,,,,
8.1,4.6,5,406,337,1.5,3,1,9%,,,,,,,
31,44,54,37,59,8.8,4,0,23%,,,,,,,
9.4,5.9,3.5,587,354,1.5,5,0,-41%,,,,,,,
25,19,24,82,108,4.8,6,0,26%,,,,,,,
59,98,99,14,16,31,7,0,1%,,,,,,,
32,42,66,30,41,12,8,0,57%,,,,,,,
38,53,68,29,44,11,9,0,28%,,,,,,,
31,46,67,30,41,12,10,0,46%,,,,,,,
62,99,99,17,23,22,11,0,0%,,,,,,,
79,59,69,29,37,13,12,0,17%,,,,,,,
27,23,25,80,108,4.8,13,0,9%,,,,,,,
32,26,22,89,136,3.8,14,0,-15%,,,,,,,
12,13,14,129,112,4.8,1,1,8%,,,,,,,
5.4,5.2,6.1,306,277,1.9,2,1,17%,,,,,,,
4.7,4.2,4.1,452,296,1.8,3,1,-2%,,,,,,,
13,13,12,153,137,3.9,4,0,-8%,,,,,,,
24,29,44,42,52,10,5,0,52%,,,,,,,
12,16,9.3,202,166,3.2,6,0,-42%,,,,,,,
27,37,39,47,56,9.6,7,0,5%,,,,,,,
13,6.5,6.4,294,283,1.9,8,0,-2%,,,,,,,
17,18,29,62,76,7.1,9,0,61%,,,,,,,
7.8,8.1,6.8,274,209,2.6,10,0,-16%,,,,,,,
48,90,99,16,23,23,11,0,10%,,,,,,,
13,17,13,144,127,4.2,12,0,-24%,,,,,,,
60,99,99,9,16,32,13,0,0%,,,,,,,
7.4,9,13,140,131,4.1,14,0,44%,,,,,,,
14,9.7,7.3,270,310,1.9,1,1,-25%,,,,,,,
10,22,16,117,161,3.7,2,1,-27%,,,,,,,
18,18,22,88,115,5.1,3,1,22%,,,,,,,
14,13,11,175,184,3.2,4,0,-15%,,,,,,,
7.2,6.4,4.8,407,314,1.9,5,0,-25%,,,,,,,
23,35,24,80,126,4.7,6,0,-31%,,,,,,,
15,20,22,88,108,5.5,7,0,10%,,,,,,,
14,14,24,80,104,5.7,8,0,71%,,,,,,,
14,29,30,66,81,7.3,9,0,3%,,,,,,,
12,8.3,10,190,192,3.1,10,0,20%,,,,,,,
3.2,2.4,2.6,756,387,1.5,11,0,8%,,,,,,,
36,76,99,18,24,24,12,0,30%,,,,,,,
12,29,50,39,47,12,13,0,72%,,,,,,,
30,47,78,25,22,26,14,0,66%,,,,,,,
14,13,17,127,152,3.9,1,1,31%,,,,,,,
26,15,19,113,151,4,2,1,27%,,,,,,,
37,17,12,176,169,3.5,3,1,-29%,,,,,,,
8.5,19,16,137,181,3.3,4,0,-16%,,,,,,,
2.3,3.4,2.9,753,420,1.4,5,0,-15%,,,,,,,
8.2,12,14,158,214,2.8,6,0,17%,,,,,,,
12,9.4,13,162,172,3.5,7,0,38%,,,,,,,
5.7,2.7,2.8,790,463,1.3,8,0,4%,,,,,,,
17,20,13,168,152,4,9,0,-35%,,,,,,,
19,34,38,57,68,8.8,10,0,12%,,,,,,,
28,29,44,49,53,11,11,0,52%,,,,,,,
10,9.5,7.9,326,275,2.4,1,1,-17%,,,,,,,
5.6,3.7,2.5,1025,508,1.3,2,1,-32%,,,,,,,
5.9,5.8,4.9,523,457,1.4,3,1,-16%,,,,,,,
10,12,14,175,199,3.3,4,0,17%,,,,,,,
14,22,25,99,122,5.4,5,0,14%,,,,,,,
16,14,15,167,216,3,6,0,7%,,,,,,,
10,6.8,3.4,747,519,1.3,7,0,-50%,,,,,,,
16,98,99,22,40,16,8,0,1%,,,,,,,
39,99,99,17,29,22,9,0,0%,,,,,,,
59,99,99,16,24,26,10,0,0%,,,,,,,
19,99,99,11,20,31,11,0,0%,,,,,,,
3.4,0,0,0,0,0,?h?X,0,#DIV/0!,,,,,,,
1.8,1.5,1.4,2316,675,1.1,1,1,-7%,,,,,,,
5.5,9,10,312,338,2.2,2,1,11%,,,,,,,
19,13,14,221,272,2.7,3,1,8%,,,,,,,
12,13,16,200,275,2.7,4,0,23%,,,,,,,
23,15,11,279,340,2.2,5,0,-27%,,,,,,,
37,21,29,111,123,6,6,0,38%,,,,,,,
23,39,45,72,109,6.8,7,0,15%,,,,,,,
76,99,99,13,39,18,8,0,0%,,,,,,,
13,9.1,9.5,345,348,2.1,9,0,4%,,,,,,,
19,52,69,47,77,9.7,10,0,33%,,,,,,,
64,99,99,14,25,29,11,0,0%,,,,,,,
24,65,90,36,59,12,12,0,38%,,,,,,,
67,99,99,10,15,47,13,0,0%,,,,,,,
54,99,99,11,17,43,14,0,0%,,,,,,,
4.4,4.9,6.8,260,234,2.2,1,1,39%,,,,,,,
10,7.8,8.7,202,189,2.7,2,1,12%,,,,,,,
8.4,5.9,6.1,288,236,2.2,3,1,3%,,,,,,,
11,10,6.5,272,234,2.2,4,0,-35%,,,,,,,
5.7,6.1,3.7,471,313,1.6,5,0,-39%,,,,,,,
6.4,7.4,8.7,203,216,2.4,6,0,18%,,,,,,,
16,18,25,69,80,6.5,7,0,39%,,,,,,,
13,25,35,49,56,9.2,8,0,40%,,,,,,,
14,15,21,82,90,5.8,9,0,40%,,,,,,,
12,8.7,9.1,195,182,2.8,10,0,5%,,,,,,,
34,34,49,35,40,12,11,0,44%,,,,,,,
30,65,99,15,21,24,12,0,52%,,,,,,,
6.2,5.4,3,712,450,1.2,1,1,-44%,,,,,,,
5.2,6.9,9.9,216,270,2.1,2,1,43%,,,,,,,
3,2.5,2.9,743,428,1.3,3,1,16%,,,,,,,
7.2,6.7,7.8,272,249,2.3,4,0,16%,,,,,,,
9.2,13,10,196,179,3.2,5,0,-23%,,,,,,,
9.8,9.6,11,193,201,2.8,6,0,15%,,,,,,,
112,99,99,6,8,69,7,0,0%,,,,,,,
67,91,99,12,15,35,8,0,9%,,,,,,,
54,94,99,14,22,25,9,0,5%,,,,,,,
14,13,19,108,142,4,10,0,46%,,,,,,,
180,99,99,5,10,55,11,0,0%,,,,,,,
16,19,18,113,102,5.6,12,0,-5%,,,,,,,
8.5,6.5,6.7,276,273,2.1,1,1,3%,,,,,,,
8.8,12,8.4,220,267,2.2,2,1,-30%,,,,,,,
19,20,30,61,72,8.1,3,1,50%,,,,,,,
59,58,60,31,39,14,4,0,3%,,,,,,,
3.4,3.7,3.5,525,360,1.6,5,0,-5%,,,,,,,
8.1,9.9,10,185,158,3.7,6,0,1%,,,,,,,
13,19,24,76,92,6.3,7,0,26%,,,,,,,
15,11,14,126,146,3.9,8,0,27%,,,,,,,
33,35,39,47,54,10,9,0,11%,,,,,,,
6,5,5.1,362,327,1.8,10,0,2%,,,,,,,
7,5.8,5.6,333,310,1.8,11,0,-3%,,,,,,,
98,99,99,10,14,40,12,0,0%,,,,,,,
5.4,3.7,3.5,627,443,1.5,1,1,-5%,,,,,,,
16,14,9.5,231,221,3,2,1,-32%,,,,,,,
4.8,3.8,4.9,451,378,1.7,3,1,29%,,,,,,,
8,14,16,134,141,4.7,4,0,14%,,,,,,,
12,7,9.5,230,239,2.8,5,0,36%,,,,,,,
12,13,5.9,373,339,1.9,6,0,-55%,,,,,,,
5.6,6.7,9.7,226,260,2.5,7,0,45%,,,,,,,
17,27,35,62,71,9.4,8,0,30%,,,,,,,
40,60,77,28,32,20,9,0,28%,,,,,,,
13,20,30,72,88,7.5,10,0,50%,,,,,,,
8.7,14,10,217,202,3.3,11,0,-29%,,,,,,,
40,99,99,12,15,42,12,0,0%,,,,,,,
12,11,8.2,282,288,2.3,1,1,-25%,,,,,,,
6,4.2,4,574,424,1.5,2,1,-5%,,,,,,,
11,8,5.1,451,374,1.8,3,1,-36%,,,,,,,
10,28,35,65,99,6.6,4,0,25%,,,,,,,
11,19,15,151,140,4.7,5,0,-21%,,,,,,,
11,12,18,123,181,3.6,6,0,50%,,,,,,,
97,99,99,11,13,49,7,0,0%,,,,,,,
4.8,3,4.3,541,365,1.8,8,0,43%,,,,,,,
9.7,14,13,171,173,3.8,9,0,-7%,,,,,,,
16,18,32,72,88,7.5,10,0,78%,,,,,,,
8.3,16,15,154,133,4.9,11,0,-6%,,,,,,,
8.6,14,10,226,135,4.9,12,0,-29%,,,,,,,
12,13,10,209,274,2.8,1,1,-23%,,,,,,,
6,3.2,3.6,612,495,1.5,2,1,13%,,,,,,,
6,6.5,4.4,504,373,2,3,1,-32%,,,,,,,
7,7.8,9.3,238,304,2.5,4,0,19%,,,,,,,
20,40,56,39,51,14,5,0,40%,,,,,,,
12,10,10,222,244,3.1,6,0,0%,,,,,,,
13,21,16,134,196,3.9,7,0,-24%,,,,,,,
7.2,5.4,6.7,328,334,2.3,8,0,24%,,,,,,,
12,18,19,116,182,4.2,9,0,6%,,,,,,,
12,13,17,125,139,5.5,10,0,31%,,,,,,,
6.8,17,14,155,200,3.8,11,0,-18%,,,,,,,
90,99,99,7,11,65,12,0,0%,,,,,,,
11,15,16,143,204,3.1,1,1,7%,,,,,,,
10,13,12,189,232,2.7,2,1,-8%,,,,,,,
11,19,13,168,227,2.8,3,1,-32%,,,,,,,
3,1.6,1.5,1520,575,1.1,4,0,-6%,,,,,,,
13,16,12,185,252,2.5,5,0,-25%,,,,,,,
30,92,80,29,48,13,6,0,-13%,,,,,,,
16,21,22,103,166,3.8,7,0,5%,,,,,,,
7.2,7.2,8.7,268,281,2.2,8,0,21%,,,,,,,
8.2,15,21,111,169,3.8,9,0,40%,,,,,,,
9.3,17,27,84,112,5.7,10,0,59%,,,,,,,
30,93,99,18,31,20,11,0,6%,,,,,,,
30,94,99,16,23,26,12,0,5%,,,,,,,
5.1,3.2,2.8,1205,583,1.5,1,1,-13%,,,,,,,
6.5,6.5,6,556,495,1.8,2,1,-8%,,,,,,,
17,38,44,76,108,8.3,3,1,16%,,,,,,,
10,16,17,190,209,4.3,4,0,6%,,,,,,,
7.1,6.6,5.7,586,462,1.9,5,0,-14%,,,,,,,
9.4,12,11,303,298,3,6,0,-8%,,,,,,,
19,34,42,78,101,8.9,7,0,24%,,,,,,,
5.4,5.8,6.7,502,418,2.1,8,0,16%,,,,,,,
11,8,9.5,351,337,2.7,9,0,19%,,,,,,,
12,15,24,137,156,5.8,10,0,60%,,,,,,,
36,93,99,29,42,21,11,0,6%,,,,,,,
34,38,55,60,75,11,12,0,45%,,,,,,,
6.1,6.2,5.5,311,305,1.8,1,1,-11%,,,,,,,
4.1,3.8,3.2,538,351,1.5,2,1,-16%,,,,,,,
49,33,20,85,119,4.5,3,1,-39%,,,,,,,
19,19,23,71,100,5.4,4,0,21%,,,,,,,
12,10,11,148,158,3.4,5,0,10%,,,,,,,
6.8,4.3,4.7,359,306,1.8,6,0,9%,,,,,,,
6,5,6,285,308,1.7,7,0,20%,,,,,,,
113,99,99,7,14,37,8,0,0%,,,,,,,
9.7,12,11,154,158,3.4,9,0,-8%,,,,,,,
34,99,99,10,15,35,10,0,0%,,,,,,,
162,99,99,4,7,72,11,0,0%,,,,,,,
6.6,18,27,62,79,6.9,12,0,50%,,,,,,,
46,99,99,7,13,40,13,0,0%,,,,,,,
47,44,54,31,41,13,14,0,23%,,,,,,,
5.2,7.6,6.9,297,228,2.3,1,1,-9%,,,,,,,
16,15,8.2,252,201,2.6,2,1,-45%,,,,,,,
2.4,2.2,2.4,863,431,1.2,3,1,9%,,,,,,,
12,10,8.8,235,182,2.9,4,0,-12%,,,,,,,
12,10,12,162,185,2.9,5,0,20%,,,,,,,
29,26,21,94,85,6.2,6,0,-19%,,,,,,,
71,99,99,11,15,34,7,0,0%,,,,,,,
31,60,91,22,31,17,8,0,52%,,,,,,,
25,27,26,79,86,6.2,9,0,-4%,,,,,,,
15,12,15,135,134,4,10,0,25%,,,,,,,
8.4,8.1,9.6,214,217,2.4,11,0,19%,,,,,,,
39,33,57,35,54,9.7,12,0,73%,,,,,,,
18,25,21,96,81,6.5,13,0,-16%,,,,,,,
206,99,99,4,7,70,14,0,0%,,,,,,,
2.6,2.6,2.5,820,438,1.3,1,1,-4%,,,,,,,
3.4,3.2,2.4,849,517,1.1,2,1,-25%,,,,,,,
15,14,11,190,202,2.8,3,1,-21%,,,,,,,
11,12,18,113,137,4.1,4,0,50%,,,,,,,
11,7.1,9.3,224,255,2.2,5,0,31%,,,,,,,
10,8.1,13,156,194,2.9,6,0,60%,,,,,,,
